Column1,sentence,label,filename
414,ni ovlaš?eni predstavnik ošte?ene f. p. „n.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
415,"b.“, pravnog sledbenika fabrike „b.“, vlasnik r. g., nije mogao da se izjasni u pogledu neposrednih ?injenica u vezi krivi?nog djela koje se stavljaju na teret optuženima, niti da li je predmetne ve?eri nešto otu?eno iz fabrike i u kojim koli?inama.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
416,"?injenica je da su optuženi iste ve?eri zate?eni u objektu „k.“, koji se nalazi u neposrednoj blizini fabrike „b.“.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
417,"tom prilikom je optuženi a. š. zate?en kako leži pored jedne od mašina i pored njega se nalazio bonsek koji mu je oduzet, a optuženi b. h. se nalazio na mašini.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
418,"optuženi a. š. je bio u alkoholisanom stanju u toj mjeri da nije mogao da stoji na nogama, a što je utvr?eno na osnovu iskaza svjedoka n. s., m. d., ž. v., v. b. i m. š., ?ak su u prvom momentu sumnjali da li je živ.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
419,"na osnovu toga, sud nije mogao zaklju?iti da su optuženi, koji su prona?eni u objektu „k.“, lica koja su iste ve?eri predhodno pokušala da izvrše krivi?no djelo na štetu fabrike „b.“.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
420,"ovo iz razloga što je svjedok r. m. istakao da su lica koja je zatekao kako pokušavaju da odvale metalne djelove ograde pobjegla i on je tr?ao za njima i nije mogao da ih stigne, a optuženi su po dolasku policije, dakle u kratkom vremenskom intervalu zate?eni u „k.“, u alkoholisanom stanju, ?ak optuženi a. š. nije mogao da stoji i hoda, pa nije ni logi?no da je predhodno mogao da bježi tr?e?im korakom.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
421,"tako?e je ?injenica da je pored optuženog a. š. prona?en bonsek, koji mu je oduzet, me?utim, sud na osnovu toga nije mogao zaklju?iti da su optuženi pokušali da izvrše krivi?no djelo bliže opisano pod stavom ii izreke presude, s obzirom na stanje u kojem se nalazio optuženi a. š. i da vrata na kojima se navodno nalazio katanac, po iskazu svjedoka v. b., nijesu mogla ni da se otvore.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
422,"u konkretnom slu?aju, niko od svjedoka nije potvrdio da su upravo optuženi obili pomo?ni objekat fabrike b., a kako sudu nijesu pruženi drugi dokazi u prilog tih navoda, optužene je zbog nedostatka dokaza, na osnovu ?l 363 ta? 3 zkp-a, oslobodio od optužbe.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
423,"troškovi krivi?nog postupka, padaju na teret budžetskih sredstava ovoga suda, na osnovu ?l 203 st. 1 zkp.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
424,ošte?ena fabrika „n.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
425,"b.“ doo, iz berana, pravni sledbenik fabrike „b.“ berane, radi ostvarivanja imovinskog pravnog zahtjeva za naknadu štete, upu?uje se na parnicu, na osnovu ?l 212 st.3 zkp-a.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
426,"osnovno državno tužilaštvo je istom optužnicom stavilo na teret optuženima a. š. i h. b., da su u isto vrijeme i na istom mjestu, po prethodnom dogovoru, zajedno obili pomo?ni objekat fabrike ""k."" i izvršili krivi?no djelo teška kra?a u pokušaju iz ?l 240 st. 1 ta? 1 krivi?nog zakonika, u vezi sa ?l 20. me?utim, odt berane gorica golubovi?, u završnoj rije?i je odustala od daljeg krivi?nog gonjenja protiv optuženih a. š. i h. b., jer dokazima izvedenim na pretresima nije utvrdjena krivica optuženih.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
427,"ovlaš?eni predstavnik ošte?ene fabrike „k.“, doo b., nije pristupio na glavni pretres zakazan za 29.06.2011. godine, iako je uredno pozvan i upozoren na posledice nedolaska, te obzirom da je odt berane odustao od krivi?nog gonjenja optuženih, smatra se da ošte?eni nije voljan da produži gonjenje u smislu ?l 293 st. 4 zkp-a.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
428,"pošto je zastupnik javne optužbe, u završnoj rije?i, odustao od optužbe, protiv optuženih a. š. i b. h., a ovlaš?eni predstavnik ošte?enog nije preuzeo gonjenje, sud je na osnovu ?lana 362 ta?1 zkp-a, odlu?io kao u izreci presude pod stavom i. sa izloženog odlu?eno je kao u izreci presude.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
429,osnovni sud u beranama dana 29.06.2011. godine.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
430,"zapisni?ar, predsjednik vije?a- sudija, marina obadovi? ana kenji? - ?uki? pravna pouka: protiv ove presude, dozvoljena je žalba, u roku od 15 (petnaest) dana, od dana prijema iste, višem sudu u b.polju, a preko ovog suda.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10152.txt
431,"osnovni sud u beranama k.br 78/11 u ime naroda osnovni sud u beranama, kao prvostepeni krivi?ni, po sudiji pojedincu ani kenji? ?uki?, uz sudjelovanje zapisni?ara danojle miloševi?, u krivi?nom predmetu protiv okrivljenog ž. b. , iz berana, zbog krivi?nog djela neizvršenje sudske odluke iz ?l 395 st. 1 kz-a, po optužnom predlogu osnovnog državnog tužilaštva u beranama ktbr 474/10 od 21.02.2011. godine, nakon održanog javnog i glavnog pretresa, u prisustvu okrivljenog, njegovog branioca adv.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
432,"n. ?., ošte?enog v. š. i njegovog punomo?nika adv.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
433,"v. c., a u odsustvu uredno pozvanog odt-a berane, donio je i javno objavio dana 25.05.2011.godine p r e s u d u okrivljeni ž. b. , jmbg …, od oca v. i majke s., ro?ene k., ro?en … godine, u b., gdje je i stalno nastanjen u selu p., državljanin cg, privatnik, oženjen, otac dvoje djece, pismen, završio sss, srednjeg imovnog stanja, neosu?ivan oslobadja se od optužbe da je: kao odgovorno lice-direktor ad „b.“, iz b., odbio da izvrši pravosnažnu i izvršnu sudsku odluku - presudu osnovnog suda u beranama p. br … od 21.07.2010. godine, kojom je obavezan da ošte?enom v. š., iz berana, iz osnova naknade zarade, kamate i troškova spora, isplati ukupan iznos od 15.784.56 eura, - ?ime bi izvršio krivi?no djelo neizvršenje sudske odluke iz ?l 395 st.1 krivi?nog zakonika.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
434,"pošto nije dokazano da je izvršio krivi?no djelo, koje mu je optužnim predlogom stavljeno na teret, na osnovu ?l 363 ta? 3 zkp.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
435,"troškovi krivi?nog postupka padaju na teret budžetskih sredstava ovoga suda, na osnovu ?l 203 st. 1 zkp.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
436,imovinsko pravnog zahtjeva za naknadu štete nije bilo.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
437,"o b r a z l o ž e nj e osnovno državno tužilaštvo u beranama, podnijelo je optužni predlog ktbr 474/10 od 21.02.2011. godine, protiv okrivljenog ž. b., iz berana, zbog krivi?nog djela neizvršenje sudske odluke iz ?l 395 st. 1 kz.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
438,"zastupnik javne optužbe, odt berane, nije pristupio na glavni pretres od 25.05.2011. godine, iako je uredno pozvan, pa je sud isti održao i zaklju?io u njegovom odsustvu, na osnovu ?l 453 st.1 zkp-a.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
439,"ošte?eni v. š., u završnoj rije?i, prihvatio je završnu rije? svoga punomo?nika adv.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
440,"v. c. , koji je istakao, da obzirom da je svjedok d. v. izjavio da je on izvršni direktor u ad b. u b. i nadležan za izvršenje pravosnažne presude, da se ne prudružuje krivi?nom gonjenju protiv okrivljenog, niti postavlja imovinsko pravni zahtjev za naknadu štete.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
441,"okrivljeni ž. b. , u svojoj odbrani datoj tokom postupka, negirao je izvršenje krivi?nog djela i istakao da je predsjednik borda direktora firme „b.“ ad b., a izvršni direktor je d. v., koji je odgovoran za izvršenje sudskih odluka i za upravljanje u firmi.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
442,"od njega je djelimi?no upoznat sa predmetom ošte?enog, a presuda mu nikada nije li?no dostavljena, iz razloga što ne postoji obaveza da mu se dostavlja.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
443,spreman je da se kao predsjednik borda direktora založi da se predmetna presuda ispoštuje u nekom realnom roku.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
444,"na pretresu je dodao sa mu se na teret optužbom stavlja iznos od 15.784,56 eura, a naknadnim uvidom u presudu, utvrdio je da to nije ukupan iznos, ve? da se radi o nekoj grešci i da je tuženi obavezan na iznos od 7.837,28 €, kao i troškove postupka.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
445,"obaveza prema ošte?enom mogla se izvršiti i na drugi na?in, a nije bilo potrebe da se ide sudskim putem.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
446,nije odgovorno lice i smatra da svu odgovornost snosi izvršni direktor d. v. koji je u preduze?u zadužen za rad i radne odnose.,1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
447,kao ?lan odbora direktora voljan je da se obaveza prema ošte?enom izmiri i u tom pravcu ?e dati punomo?je izvršnom direktoru da preduzme sve potrebne radnje.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
448,"presuda je mogla da se izvrši i bez njegovog znanja, kao ?lana odbora direktora, blokadom žiro ra?una.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
449,"tako?e ad ""b.“ posjeduje statut br….",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
450,"od 06.05.2003. godine, kojim je ta?no propisano šta su nadležnosti odbora direktora, direktora, izvršnog direktora i drugih zaposlenih lica,.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
451,u završnoj rije?i prihvatio je završnu rije? svog branioca.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
452,branilac okrivljenog adv.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
453,"n. ?., u završnoj rije?i je istakao, da teza optužbe nije dokazana, da je na nesumljiv na?in utvr?eno, da okrivljeni nije direktor ad b. b., pa samim tim nije mogao da odbije da izvrši pravosnažnu presudu osnovnog suda u beranama, pa je predložio da sud okrivljenog oslobodi od optužbe.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
454,troškove postupka je tražio po at-u.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
455,"radi pravilnog i zakonitog presu?enja ove krivi?no pravne stvari, sud je na glavnom pretresu, u dokaznom postupku, izveo slede?e dokaze: saslušao ošte?enog v. š., svjedoka d. v., pro?itao pravosnažnu presudu osnovnog suda u beranama p.br … od 21.07.2010.godine, predlog za izvršenje na osnovu pravosnažne presude povjerioca v. š., od 06.11.2010.godine, spise osnovnog suda u beranama i.br…., statut ad „b.“ b. i izvod iz kaznene evidencije za okrivljenog.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
456,"nakon sprovedenog dokaznog postupka, cijene?i navode optužbe, odbranu okrivljenog, te izvedene pobrojane dokaze, u smislu ?lana 17 i 360 zkp-a, a dovode?i ih u vezu jedne sa drugim, sud je stao na stanovište, da ?injenice iz ?injeni?nog opisa izreke presude, nijesu dokazane, pa je okrivljenog ž. b., za krivi?no djelo neizvršenje sudske odluke iz ?l 395 st. 1 kz, oslobodio od optužbe, usled nedostatka dokaza, na osnovu ?l 363 ta? 3 zkp-a.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
457,"pri tome, sud je prihvatio odbranu okrivljenog da on nije izvršni direktor, niti je njegova nadležnost izvršenje sudskih odluka, a što je potkrijepljeno kazivanjem svjedoka d. v., ošte?enog v. š., kao i statutom ad „ b.“, iz b.. tako je na osnovu iskaza svjedoka d. v. utvr?eno, da je od 2006. godine, izvršni direktor „b.“ ad b., da je ošte?eni bivši radnik ove firme i da je tražio 24 li?na dohodka, što mu je ispla?eno, nakon ?ega mu je prestao radni odnos, a preduze?e mu je ostalo dužno oko 800 €.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
458,nakon toga preduze?e je konstantno poslovalo sa gubitkom i žiro ra?un je uglavnom bio u blokadi ?itavo vrijeme.,1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
459,"nije mu poznato kako je došlo do predmetne presude, obzirom da dug prema ošte?enom ne može toliko iznositi i samo je trebalo u tom postupku ista?i prigovor zastarelosti.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
460,"pravosnažnu presudu ovoga suda p. br … od 21.07.2010. godine nije primio, a ta?no je da je u tom postupku zastupao b. ad b. i bio je na jednoj raspravi.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
461,"kako je presuda postala pravosnažna i ko je istu primio, nije mu poznato.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
462,"na njegovom stolu u kancelariji, jednog momenta pojavila ova presuda, ali mu nije poznato ko je nju ostavio, a tada je ve? bilo kasno da se ulaže žalba.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
463,"kao izvršni direktor, odgovoran je za izvršenje pravosnažnih sudskih odluka, odnosno u obavezi je da odluku li?no izvrši, a okrivljeni je predsjednik odbora direktora.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
464,"dodao je da je presudu mogao da izvrši i bez znanja okrivljenog, ali je jedini uslov bio da žiro ra?un bude aktivan, medjutim, isti je bio u blokadi.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
465,"da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem, njegova obaveza kao izvršnog direktora je bila da sa?ini nalog za isplatu, ako ima novca u blagajni, odnosno da sa?ini nalog za prenos, ako ima sredstva na žiro ra?unu.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
466,"u to vrijeme novca u blagajni nije bilo, a žiro ra?un je bio blokiran, tako da nije mogao izdati nalog da se nov?ana sredstva isplate ošte?enom.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
467,"sud je prihvatio iskaz ovog svjedoka, na osnovu kojeg je utvr?eno da je on kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka, odnosno u obavezi je da odluku li?no izvrši.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
468,"na osnovu pravosnažne presude osnovnog suda u beranama p.br … od 21.07.2010. godine, utvr?eno je da je tuženi „b.“ ad berane, iz b. obavezan, da tužiocu v. š., iz berana, isplati iznos od 7.837,28 eura, kao i da mu naknadi troškove spora u iznosu od 710,00 eura.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
469,na osnovu predloga za izvršenje podnijetog od strane povjerioca – ošte?enog v. š. i spisa predmeta osnovnog suda u beranama i.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
470,"br…., utvr?eno je da je izvšni povjerilac v. š., iz b., dana 06.11.2010. godine podnio predlog za izvršenje predmetne presude, te da je sud dana 19.11.2010.godine, donio rješenje o izvršenje i.br ….",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
471,"sud je prihvatio prednje dokaze, na osnovu kojih je utvrdjeno, da je pravosnažnom i izvršnom presudom utvrdjena obaveza ad b., iz b., da isplati ošte?enom iznos od 7.837,28 eura, kao i troškove postupka u iznosu od 710,00 eura, te da je ošte?eni, obzirom da navedeno preduze?e nije izmirilo obavezu u ostavljenom roku, pokrenuo postupak sudskog izvršenja, te je donijeto rješenje o izvršenju 19.11.2010. godine.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
472,"na osnovu statuta ad „b.“, koji je donijela skupština akcionara ad „b.“, na sjednici održanoj dana 06.05.2003.godine, utvr?eno je da izvršni direktor nadležan za izvršavanje odluka odbora direktora i izvršava poslove iz nadležnosti radnih odnosa, kao i druge poslove utvr?ene statutom.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
473,"sud je prihvatio prednji dokaz, na osnovu kojeg je utvr?eno da je za izvršavanje pravosnažnih sudskih odluka iz radnih odnosa nadležan izvršni direktor, me?utim, izvedenim dokazima tokom postupka je utvr?eno da je izvršni direktor d. v., a ne okrivljeni.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
474,ošte?eni v. š. je istakao da je pravosnažnom presudom osnovnog suda u beranama p.br … od 21.07.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
475,"2010.godine obavezan tuženi, ?iji je vlasnik okrivljeni, da mu na osnovu naknade zarade isplati iznos od 6.437,28 eura, na ime toplog obroka 800,00 eura i na ime regresa 60,00 eura, kao i da mu nadoknadi troškove krivi?nog postupka u iznosu od 710,00 eura.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
476,"okrivljeni, iako je u mogu?nosti, ne?e da mu isplati novac, pokušavao je da naplati, ali ga je okrivljeni vrije?ao i njega i državne organe.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
477,"pokušavao je da se naplati i u izvršnom postupku, ali okrivljeni to opstruira na razli?ite na?ine.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
478,"u teškom je materijalnom položaju, struju nije platio dvije godine, a postupanjem okrivljenog, doveden je u težak položaj.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
479,"nije mu platio doprinos, pa njegovi drugovi primaju 90,00 €, a on 30,00 €.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
480,"na pretresu je dodao da je odgovorno lice u ad „b.“ d. v., koji je izvršni direktor, a koji mu je rekao da se on ništa ne pita, te ako mu okrivljeni kaže, da ?e on odluku izvršiti.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
481,"sud je prihvatio iskaz ošte?enog, u svemu osim u dijelu da je okrivljeni odgovoran za neizvršenje presude, te da mu je izvršni direktor kazao da se ništa ne pita i ako mu okrivljeni kaže, da ?e on odluku izvršiti, obzirom da je svjedok d. v. istakao, da je on odgovoran za izvršenje sudskih odluka, a što je tako?e utvr?eno iz statuta ad „b.""",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
482,"b., te okolnost da li je okrivljeni izvršnom direktoru kazao da izvrši ili ne izvrši odluku je irelevantna za ?injeni?no utvr?enje, jer predmetno krivi?no djelo može da izvrši samo odgovorno ili službeno lice, a u konkretnom slu?aju nije dokazano da je to okrivljeni.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
483,"na osnovu ovako utvr?enog ?injeni?nog stanja, sud nije mogao izvesti zaklju?ak, da je okrivljeni ž. b., izvršio krivi?no djelo neizvršenje sudske odluke iz ?l 395 st. 1 kz-a, koje mu je stavljeno na teret optužnim predlogom.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
484,"naime, na osnovu iskaza svjedoka d. v., utvr?eno je da je kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka, odnosno u obavezi je da odluku li?no izvrši, a to može i bez znanja okrivljenog, ali je jedini uslov bio da žiro ra?un bude aktivan.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
485,"da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem, njegova obaveza kao izvršnog direktora je bila da sa?ini nalog za isplatu, ako ima novca u blagajni, odnosno da sa?ini nalog za prenos, ako ima sredstva na žiro ra?unu.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
486,"u to vrijeme novca u blagajni nije bilo, a žiro ra?un je bio blokiran.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
487,"navode ovog svjedoka da je on izvršni direktor, potvrdio je i ošte?eni.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
488,"tako?e je na osnovu statuta b. ad b. utvr?eno, da je izvršni direktor nadležan da izvršava poslove iz nadležnosti radnih odnosa.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
489,"?injenica je da je b. ad b. pravosnažnom presudom osnovnog suda u beranama obavezan da ošte?enom v. š., isplati iznos od 7.837,28 eura, kao i da mu naknadi troškove spora u iznosu od 710,00 eura i da je ošte?eni podnio predlog za izvršenje na osnovu pravosnažne presude, te da je donijeto rješenje o izvršenju i. br … od 19.11.2010. godine, a što je utvr?eno na osnovu pravosnažne presude osnovnog suda u beranama, p.br … od 21.07.2010.godine, predloga za izvršenje od 06.11.2010.godine i spisa predmeta osnovnog suda u beranama i.br … me?utim, prednji dokazi nijesu potvrdili tezu optužbe, da je okrivljeni, kao odgovorno lice, odbio da izvrši pravosnažnu i izvršnu sudsku odluku.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
490,"naime, krivi?no djelo neizvršenje sudske odluke, sastoji se u odbijanju da se izvrši pravosnažna i izvršna sudska odluka.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
491,odbijanje je izri?ito stavljanje do znanja da se sudska odluka ne?e izvršiti.,1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
492,"bitno je da službeno ili odgovorno lice, koje je nadležno za izvršenje odluke, nedvosmisleno stavi do znanja da to ne?e da uradi.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
493,"na osnovu izvedenih dokaza na glavnom pretresu, sud nije mogao izvesti takav zaklju?ak, jer je svjedok d. v. istakao da je njegova nadležnost izvršenje sudskih odluka, a što je i ošte?eni potvrdio.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
494,"dakle, nije dokazano da je nadležnost okrivljenog da izvršava sudske odluke, a tako?e ni da je isti, bilo kojom radnjom odbio da odluku izvrši.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
495,"kako izvedenim dokazima nije dokazano da je okrivljeni ž. b. izvršio predmetno krivi?no djelo, sud ga je, na osnovu ?l 363 ta? 3 zkp-a, oslobodio od optužbe.",1,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
496,"troškovi krivi?nog postupka, padaju na teret budžetskih sredstava ovoga suda, na osnovu ?l 203 st. 1 zkp-a.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
497,imovinskopravnog zahtjeva za naknadu štete nije bilo.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
498,sa izloženog odlu?eno je kao u izreci presude.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
499,osnovni sud u beranama dana 25.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
500,05.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
501,2011.godine.,0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
502,"zapisni?ar, s u d i j a, danojle miloševi? ana kenji? ?uki? pravna pouka: protiv ove presude, dozvoljena je žalba, u roku do 8 ( osam ) dana, od dana prijema iste, višem sudu u b. polju, a preko ovog suda.",0,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10153.txt
503,"osnovni sud u beranama k.br87/11 u ime naroda osnovni sud u beranama , kao prvostepeni , krivi?ni , u vije?u sastavljenom od sudije dubravke popovi? , kao predsjednika vije?a i sudija porotnika stojana kukalja i vu?i?a babovi?a kao ?lanova vije?a, uz sudjelovanje slavice jankovi?, kao zapisni?ara, u krivi?nom predmetu protiv okrivljenog t. m., iz berana, zbog krivi?nog djela pronevjera iz ?l420.st.2.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
504,"u vezi st.1.kzcg, po optužnici osnovnog državnog tužilaštva u beranama ktbr31/11 od 02.03.2011 godine, nakon održanog usmenog, glavnog i javnog pretresa u prisustvu zastupnika javne optužbe, zamjenika odt-a u beranama vladana djalovi?a, okrivljenog t. m. i predstavnika ošte?ene pošte crne gore - pošte b. m. j., donio je i javno objavio dana 20.04.2011 godine, p r e s u d u okrivljeni t. m. od oca v. i majke m., rodjene n., rodjen … godine u b., sa prebivalištem u selu d., opština b., državljanin crne gore, oženjen, otac troje djece, pismen, završio srednju školu, lošeg imovnog stanja, neosudjivan.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
505,"k r i v j e : što je : novembra mjeseca 2010 godine, u b., kao poštar pošte crne gore, pošta b., u namjeri da sebi pribavi protivpravnu imovinsku korist, od novca koji mu je povjeren u radu prisvojio iznos od 3.187.91 eura i time pri?inio štetu ošte?enoj pošti u b. u navedenom iznosu.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
506,?ime je izvršio krivi?no djelo pronevjera iz ?l420.st.2.u vezi st.1.kzcg.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
507,"pa mu sud za izvršeno krivi?no djelo na osnovu navedenog zakonskog propisa, te primjenom ?l32.36.42.52.53.i 54.kzcg, kao i primjenom ?l364.zkp-a , i z r i ? e uslovnu osudu kojom mu utvrdjuje kaznu zatvora u trajanju od 1 /jedne/ godine i istovremeno odredjuje da se ista ne?e izvršiti ako okrivljeni za vrijeme od dvije godine od dana pravosnažnosti presude ne u?ini novo krivi?no djelo.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
508,"okrivljeni se obavezuje da na ime paušala plati sudu iznos od 30.00 eura, u roku od 15 dana od dana pravosnažnosti presude pod prijetnjom prinudnog izvršenja.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
509,"okrivljeni se takodje obavezuje da na ime pri?injene štete plati ošte?enoj pošti u b. iznos od 3.187.91 eura, u roku od 15 dana od dana pravosnažnosti presude.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
