,sentence,label,filename
1079,troškovi krivičnog postupka padaju na teret budžetskih sredstava ovoga suda na osnovu čl 203 st. 1 zkp-a.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1080,"oštećena elektrodistribucija b., na osnovu čl 212 st. 3 zkp-a, radi ostvarivanja imovinsko pravnog zahtjeva za naknadu štete upućuje se na parnicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1081,"o b r a z l o ž e nj e osnovno državno tužilaštvo u beranama, podnijelo je optužni predlog ktbr158/11 od 16.06.2011. godine, protiv r. b., zbog krivičnog djela krađa iz čl 239 st. 1 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1082,"zastupnik javne optužbe, odt u beranama, nije pristupio na glavni pretres od 11.07.2011. godine, iako je uredno pozvan, pa je sud isti održao i zaključio u njegovom odsustvu, na osnovu čl 453 st.1 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1083,"ovlašćeni predsatavnik oštećene elektrodistribucije b., dipl.pravnik m. z. , u završnoj riječi pridružio se krivičnom gonjenju protiv okrivljenog i postavio imovinsko pravni zahtjev za naknadu štete u iznosu od 273,35 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1084,"okrivljeni r. b., u svojoj odbrani datoj tokom postupka, negirao je izvršenje krivičnog djela i istakao da živi i radi u k., a da je u kući koju posjeduje u selu d. živio stanar m. k., od oca r.. isti se uselio prvog avgusta 2010. godine i stanovao u kući sve do prvog aprila 2011. godine.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1085,dao mu je otkaz iz razloga što su pronađene predmetne nepravilnosti.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1086,imao je problem da uzme od istog ključ od kuće i to je uspio tek prije petnaestak dana.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1087,k. mu je ostavio veliko dugovanje u kući i za električnu energiju i za ostale dadžbine.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1088,"prije njega je imao i druge stanare, koji su uredno izmirivali obaveze i za vrijeme njihovog stanovanja je dolazila kontrola iz elektrodistribucije i isti su konstatovali da nema nikakvih nepravilnosti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1089,"taj zapisnik je ostavljen na brojilu, ali ga on nakon dobijanja poziva od suda nije zatekao.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1090,napomenuo je da u toj kući nikada nije živio i istu je kupio.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1091,"živi u inostranstvu i kada dođe u b., živi u drugoj kući, koju je zajedno sa ocem napravio, takođe u selu d.. prvi stanar koji je živio prije m. k., bio je m. b. sa porodicom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1092,u završnoj riječi je istakao da nije kriv i ne priznaje krivicu.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1093,"radi pravilnog i zakonitog presuđenja ove krivično pravne stvari, sud je na glavnom pretresu, u dokaznom postupku, izveo sledeće dokaze: saslušao svjedoke r. l., g. b. i m. k., pročitao zapisnik o kontroli mjernog mjesta elektroprivrede crne gore ad nikšić- elektrodistribucije b. br….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1094,"od 10.03.2011. godine, obračun fc distribucije-podgorice ed b. br….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1095,od 10.03.2011.godine i izvod iz kaznene evidencije za okrivljenog.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1096,"nakon sprovedenog dokaznog postupka, cijeneći navode optužbe, odbranu okrivljenog, te izvedene pobrojane dokaze, u smislu člana 17 i 360 zkp-a, a dovodeći ih u vezu jedne sa drugim, sud je stao na stanovište, da činjenice iz činjeničnog opisa izreke presude, nijesu dokazane, pa je okrivljenog r. b., za krivično djelo krađa iz čl 239 st.1 kz, oslobodio od optužbe, usled nedostatka dokaza, na osnovu čl 363 tač 3 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1097,"naime, na osnovu izvedenih dokaza tokom postupka, sud nije mogao izvesti zaključak, da je dokazano da je okrivljeni r. b. oduzeo električnu energiju vlasništvo oštećene elektrodistribucije b., jer je na osnovu iskaza svjedoka radnika elektrodistribucije utvrđeno, da isti nije zatečen prilikom kontrole, već stanari, a stanar m. k. je potvrdio da okrivljeni nije nikada živio u toj kući, te dakle, isti nije ni imao interes da neovlašće torši električnu energiju.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1098,"tako je na osnovu iskaza svjedoka r. l. utvrđeno , da je sa kolegom g. b. vršio kontrolu u domaćinstvu okrivljenog, gdje su zatekli stanare i to suprugu m. k., sa dvoje djece.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1099,"utvrdili su da je kablom 2 x 2,5 mm2, napajan jedan strujni krug, da je oštećen dovodni kabal iza table i da je trošena električna energija mimo brojila.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1100,"prisutna stanarka je odbila da potpiše zapisnik, a ista je imala raniji zapisnik o kontroli mjernog mjesta, pokazivala ga je, ali nije htjela da im isti da na uvid.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1101,prvi put je bio u toj kući i nije mu poznato ko je ranije vršio kontrolu i sačinjavao zapisnik.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1102,"navode ovog svjedoka potvrdio je i svjedok g. b. , koji je istakao da je zajedno sa kolegom r. l. vršio kontrolu u domaćinstvu okrivljenog, istog nijesu zatekli, već njegove stanare k. i to suprugu sa dvoje djece.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1103,"našli su da je kablom 2 x 2,5 mm2, napajan jedan strujni krug, a da je bio oštećen dovodni kabal iza table dimenzija 2 x 4mm, na kojem mjestu je bio priključen kabal 2 x 2,5 mm2 i povezan sa osiguračem, a zatim sa osigurača razveden.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1104,"prisutno lice im nije potpisalo zapisnik, već je odbilo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1105,ne sjeća se da li im je tog momenta ta žena pokazivala kakav papir ili zapisnik o kontroli mjernog mjesta.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1106,"istakao je da se vizuelno nije primjećivala krađa struje, što se tabla ne bi skinula.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1107,"iz zapisnika o kontroli mjernog mjesta, utvrđeno je da je prilikom kontrole zatečeno kablo 2 x 2,5 mm2, kojim je napojen jedan strujni krug, da je oštećen dovodni kabal iza table dimenzija 2 x 4mm2, struja je isključena na brojilu, vlasnik nije bio prisutan, a stanar koji je živio u kući, odbio je da potpiše zapisnik, koji dokaz je sud prihvatio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1108,"sud je u potpunosti prihvatio iskaze ovih svjedoka, koji su i zapisnički konstatovani i na osnovu kojih je utvrđeno da su u domaćinstvu okrivljenog zatekli predmetne nepravilnosti, ali ne i okrivljenog, već stanare k., na osnovu čega sud nije mogao izvesti zaključak da je dokazano da je okrivljeni izvršio krivično djelo koje mu se stavlja na teret.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1109,iz obračuna fc distribucije-podgorica ed b. br….,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1110,od 10.03.2011. godine proizilazi da neovlašćeno preuzeta električne energija na osnovu zapisnika o kontroli mjernog mjesta br….,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1111,"od 10.03.2011.godine iznosi 273,35 eura, koji dokaz je sud prihvatio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1112,"takođe je na osnovu iskaza svjedoka m. k. utvrđeno, da je bio podstanar u kući okrivljenog, u vremenskom periodu od 01.08.2010. godine do 13 ili 15. marta 2011. godine.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1113,"u vrijeme kada je vršena kontrola, nije bio prisutan kući, zvala ga je supruga i kazala da su radnici elektrodistribucije otkrili da se struja krade u tom domaćinstvu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1114,isključili su električnu struju i on je još istog dana preko majke okrivljenog stupio u kontakt sa njim i obavijestio ga o zatečenom stanju.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1115,"poznato mu je da je okrivljeni kupio kuću, u kojoj je on živio kao podstanar, nekoliko godina ranije, te da okrivljeni živi i radi u inostransvu, u danskoj i nikada nije živio u toj kući.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1116,okrivljeni za vrijeme dok je on bio podstanar u njegovoj kući je došao možda u dva navrata i to samo kao gost.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1117,"u kući nije spavao, posjeduje drugu kuću u selu d., u kojoj boravi kada dođe iz inostranstva i kuću u selu g.. dodao je da su na električnom brojilu postojali neki papiri, vjerovatno zapisnici o ranijoj kontroli, ali oni iste nijesu uzeli, kada su se iselili iz kuće i ne zna šta se sa njima desilo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1118,nepravilnosti nijesu bile vidno uočljive.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1119,"sud je prihvatio iskaz ovog svjedoka, koji je potvrdio odbranu okrivljenog da u kući u kojoj je zatečena neovlašćena potrošnja električne energije okrivljeni nije neikada živio, da živi i radi u inostranstvu, te da je u vrijeme kada je izvršena kontrola i uetečene nepravilnosti, u kući živio upravo svjeod, koji je bio podstanar sa porodicom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1120,"na osnovu prednjeg činjeničnog utvrđenja, sud nije mogao izvesti zaključak, da je dokazano da je okrivljeni r. b., izvršio krivično djelo krađa iz čl 239 st.1 kz, pa ga je na osnovu čl 363 tač 3 zkp-a oslobodio od optužbe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1121,"naime, na osnovu iskaza svjedoka r. l. i g. b., utvrđeno je da je u kući vlasništvo okrivljenog, prilikom kontrole zatečeno da je kablom dimenzija 2 x 2,5 mm2, napajan jedan strujni krug, dovodni kabal je bio oštećen iza table, na kojem mjestu je bio priključen kabal 2 x 2,5 mm2 i povezan sa osiguračem, a zatim sa osigurača razveden, okrivljeni nije bio prisutan, već stanari k. i to supruga sa djecom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1122,"navodi svjedoka su potvrđeni sadržinom zapisnika o kontroli mjernog mjesta, iz kojeg proizilazi da je prilikom kontrole zatečeno kablo 2 x 2,5 mm2, kojim je napojen jedan strujni krug, da je oštećen dovodni kabal iza table dimenzija 2 x 4 mm2, struja je isključena na brojilu, vlasnik nije bio prisutan, a stanar koji je živio u kući, odbio je da potpiše zapisnik.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1123,"iz obračuna ed b. utvrđeno je da vrijednost neovlašćeno preuzete el.energije iznosi 273,35 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1124,na osnovu prednjih dokaza nesumljivo je utvrđeno da je u kući vlasništvo okrivljenog zatečena neovlašćena potrošnja el.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1125,"energije, ali je takođe utvrđeno da okrivljeni nije bio prisutan prilikom kontrole, već da u kući žive stanari k.. dakle, na osnovu prednjih dokaza, sud nije mogao izvesti zaključak da je okrivljeni izvršio krrivično djelo za koje se tereti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1126,"takođe je na osnovu iskaza svjedoka m. k. utvrđeno da je bio podstanar u kući okrivljenog u periodu od 01.08.2010. godine do 15.marta 2011.godine, da okrivljeni živi u inostranstvu, u danskoj, da je kuću kupio i da u njoj nikada nije živio i da za vrijeme dok je bio podstanar kod okrivljenog, okrivljeni mu je možda u dva navrata došao u kuću i to samo kao gost.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1127,"dakle, ovaj svjedok je potvrdio navode okrivljenog, da ne živi u kući i da je istu kupio i nikada u njoj nije živio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1128,"na osnovu svega izloženog, sud nije mogao izvesti zaključak da je dokazano da je okrivljeni izvršio krivično djelo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1129,"pri tome je sud posebno vodio računa da isti nije imao nikakav interes da neovlašćeno oduzima električnu energiju, obzirom da u kući ne živi, već u inostranstvu, a da ima stanare.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1130,"kako sud nije mogao prihvatiti tezu optužbe kao dokazanu, to je okrivljenog, zbog nedostatka dokaza, na osnovu čl 363 tač 3 zkp-a, oslobodio od optužbe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1131,"troškovi krivičnog postupka padaju na teret budžetskih sredstava ovoga suda, na osnovu čl 203 st. 1 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1132,"oštećena elektrodistribucija b., radi ostvarivanja imovinsko pravnog zahtjeva za naknadu štete, na osnovu čl 212 st. 3 zkp-a, upućuje se na parnicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1133,sa izloženog odlučeno je kao u izreci presude.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1134,osnovni sud u beranama dana 11.07.2011.godine.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1135,"zapisničar, s u d i ja marina obadović ana kenjić-đukić pravna pouka: protiv ove presude, dozvoljena je žalba, u roku do 8 ( osam ) dana, od dana prijema iste, višem sudu u b. polju, a preko ovog suda.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10165.txt
1136,"osnovni sud u beranama k.br 200/2011 u ime naroda osnovni sud u beranama, kao prvostepeni krivični, po sudiji pojedincu ani kenjić-djukić, uz sudjelovanje zapisničara marine obadović, u krivičnom predmetu protiv okrivljenog i. m., iz a., zbog krivičnog djela krađa iz čl 239 st. 1 kz, po optužnom predlogu osnovnog državnog tužilaštva u beranama kt br 155/2011 od 16.06.2011. godine, nakon održanog glavnog i javnog pretresa, u prisustvu okrivljenog i ovlašćenog predstavnika oštećene elektodistribucije b., dipl.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1137,"pravnika m. z., a u odsustvu uredno pozvanog odt-a berane, donio je i javno objavio dana 11.07.2011. godine p r e s u d u okrivljeni i. m. , jmbg …, od oca s. i majke d., rođene v., rođen … godine,u a., gdje je i stalno nastanjen u selu p., državljanin cg, nezaposlen, oženjen, otac dvoje djece, pismen, završio sss, siromašnog imovnog stanja, osuđivan presudom osnovnog suda u beranama k.br … od 26.09.2003. godine, po članu 137 st. 4 kzrcg, na novčanu kaznu od 6.000,00 dinara.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1138,"k r i v j e : što je: u periodu od 18.12.2010. godine do 18.03.2011. godine, u svojoj kući u selu p., opština a., u namjeri da sebi pribavi protivpravnu imovinsku korist, oduzeo električnu energiju u vrijednosti od 273,35 eura, vlasništvo oštećene elektroprivrede crne gore ad nikšić- elektrodistribucije b., na način što je mimo električnog brojila marke „l.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1139,"gr“ tip zce5225ea br …, utičnicu kuhinji priključio kablom, direktno na dovodno kablo, tako da potrošnja električne energije nije mjerena preko istog, -čime je izvršio krivično djelo krađa iz čl 239 st. 1 krivičnog zakonika.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1140,"pa mu sud za izvršeno krivično djelo, na osnovu navedenog zakonskog propisa, te primjenom člana 32, 36, 42, 52, 53 i 54 kz, kao i primjenom člana 364 zkp-a i z r i č e uslovnu osudu kojom mu utvrđuje kaznu zatvora u trajanju od 45 ( četrdesetpet ) dana i istovremeno određuje, da se ista neće izvršiti, ako osuđeni za vrijeme od 1 (jedne) godine, od dana pravosnažnosti presude, ne učini novo krivično djelo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1141,"okrivljeni se obavezuje da na ime troškova krivičnog postupka – paušala, plati sudu iznos od 30,00 (trideset) eura, u roku od 15 dana, po pravosnažnosti presude, pod prijetnjom prinudnog izvršenja.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1142,"okrivljeni se obavezuje, na osnovu čl 212 st. 2 zkp-a, da na ime imovinskopravnog zahtjeva za naknadu štete, plati oštećenoj elektroprivredi cg ad nikšić- elektrodistribuciji b., iznos od 130,00 eura, u roku od 15 dana po pravosnažnosti presude, pod prijetnjom prinudnog izvršenja.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1143,"o b r a z l o ž e nj e osnovno državno tužilaštvo u beranama podnijelo je optužni predlog kt br155/11 od 16.06.2011. godine, protiv i. m., zbog krivičnog djela krađa iz čl 239 st. 1 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1144,"na glavni pretres od 11.07.2011. godine, nije pristupio uredno pozvan odt berane, pa je sud isti održao i zključio u njegovom odsustvu, na osnovu člana 453 st. 1 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1145,"ovlašćeni predstavnik oštećene elektrodistribucije b., dipl.pravnik m. z. , u završnoj riječi, pridružio se krivičnom gonjenju protiv okrivljenog i postavio imovinsko pravni zahtjev za naknadu štete, u iznosu od 130,00 eura, jer je okrivljeni preostali dio duga u iznosu od 140,00 eura platio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1146,"okrivljeni i. m. , u svojoj odbrani, datoj na glavnom pretresu, istakao je da ne priznaje izvršenje krivičnog djela i krivicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1147,"naveo je da živi u domaćinstvu sa suprugom i dvoje maloljetne djece i da se on nije dovodnim kablom priključio direktno na utičnicu u kuhinji, ali je moguće da je to uradio neko od ukućana.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1148,"kazao je da se prije par godina dovodni kabal od konzole do brojila zapalio i usled toga je mijenjan, pa je moguće, obzirom da jedna utičnica u kuhinji ne radi, da je tada povezano sa dovodnog kabla i kablo za utičnicu u kuhinji.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1149,svu odgovornost prihvata na sebe.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1150,"naglasio je da je dio iznosa za koji ga duži elektrodistribucija uplatio i to iznos od 140,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1151,u završnoj riječi izrazio je žaljenje što je do nepravilnosti došlo i kazao da se to neće ponoviti.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1152,"radi pravilnog i zakonitog presuđivanja ove krivično pravne stvari, sud je na glavnom pretresu, u dokaznom postupku, izveo sledeće dokaze: saslušao svjedoke d. i. i m. m., pročitao obračun fc distribucije – p. ed b. br … od 24.03.2011. godine, zapisnik o kontroli mjernog mjesta elektroprivrede cg ad nikšić-elektodistribucije b. br … od 18.03.2011.godine i izvod iz ke za okrivljenog.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1153,"nakon sprovedenog dokaznog postupka, cijeneći navode optužbe, odbranu okrivljenog, te izvedene pobrojane dokaze, u smislu člana 17 i 360 zkp-a, a dovodeći ih u vezu jedne sa drugim, sud je stao na stanovište, da su činjenice iz činjeničnog opisa izreke presude, u svemu dokazane i da je okrivljeni izvršio krivično djelo, koje mu je optužnim predlogom odt-a stavljeno na teret, pa ga je oglasio krivim, jer nije bilo osnova koji bi isključivali postojanje krivičnog djela i krivice okrivljenog.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1154,"pri tome sud nije prihvatio odbranu okrivljenog, da se on nije dovodnim kablom priključio direktno na utičnicu u kuhinji, ali je moguće da je to uradio neko od ukućana, obzirom da je naveo da živi sa suprugom i dvoje maloljetne djece, te je njegova odbrana u tom dijelu nelogična i neprihvatljiva za sud.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1155,"tako je na osnovu iskaza svjedoka d. i., utvrđeno da je on sa kolegom vršio kontrolu u domaćinstvu okrivljenog i tom prilikom su zatekli jednu utičnicu koja je napojena mimo brojila.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1156,"dvije, od tri žice, dovodnog kabla, koje su se nalazile na licu mjesta, direktno su ulazile u brojilo, a treća je napajala jedan osigurač, preko koga se napajala jedna utičnica, u koju je u trenutku kontrole bio priključen frižider.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1157,"nepravilnosti su uočili, kontrolom instalacije, pojedinačno po utičnicama.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1158,"navode prednjeg svjedoka potvrdio je i svjedok m. m., svojim iskazom, na osnovu kojeg je utvrdjeno, da je dana 18.03.2011. godine, sa kolegom vršio kontrolu u domaćinstvu okrivljenog i da su tom prilikom zatekli tri žice koje vode od konzole, od kojih su dvije bile priključene u električno brojilo, a jedna je napajala osigurače, od kojih je dalje bila vezana utičnica u koju je bio priključen frižider, a preko koje potrošnja nije registrovana na električnom brojilu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1159,"činjenice koje su svjedoci naveli u svojim iskazima, sadržane su i u zapisniku o kontroli mjernog mjesta elektroprivrede cg ad nikšić – elektrodistribucije b. br … od 18.03.2011. godine, na osnovu kojeg je utvrđeno, da je potrošač sa dovoda, mimo brojila, napojio utičnicu u kuhinji i da je isključen na brojilu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1160,"na konzoli su na fazi, bile prikačene tri žice, a u brojilo su ulazile dvije, tako da je jedna korištena mimo brojila.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1161,"sud je prednje dokaze, iskaze svjedoka – radnika elektrodistribucije b., koji su medjusobno saglasni i potpuno jasni, a takođe i zapisnički konstatovani u potpunosti prihvatio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1162,"iz obračuna fc distribucije – podgorica ed b. br …, utvrđeno je da je okrivljeni neovlašćeno preuzeo električnu energiju u protivrijednosti od 273,35 eura, koji dokz je sud prihvatio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1163,"pravnom analizom naprijed utvrđenog činjeničnog stanja, sud je našao, da su se u opisanim radnjama okrivljenog i. m., stekla sva bitna obiležja krivičnog djela krađa iz čl 239 st. 1 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1164,"tako je na osnovu iskaza svjedoka d. i. i m. m., koji su potkrijepljeni zapisnikom o kontroli mjernog mjesta, utvrđeno da je okrivljeni sa dovoda, mimo brojila marke „l.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1165,"gr“, tip zce5225ea br …, napojio utičnicu u kuhinji, na način što su dvije, od tri žice koje su bile prikačene na konzoli ulazile u brojilo, a treća je korištena mimo istog.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1166,"iz obračuna fc distribucije – podgorica ed b. utvrđeno je da je okrivljeni, na taj način, za sporni period, oduzeo električnu energiju u vrijednosti od 273,35 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1167,"odbrana okrivljenog, u dijelu gdje navodi da nije počinio krivično djelo koje mu je optužnim prelogom stavljeno na teret i da nije kriv, za sud je neprihvatljiva i nelogična, jer je i sam okrivljeni istakao mogućnost da je prilikom zamjene dovodnog kabla par godina ranije, kada je isti bio zapaljen, priključena utičnica u kuhinji, direktno na jednu žicu dovodnog kabla.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1168,takodje je naveo da prihvata odgovornost zbog utvrđenih nepravinosti.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1169,"sud je tako došao do zaključka da niko drugi, osim okrivljenog, nije mogao, niti imao interes da izvrši krivično djelo, koje mu se stavlja na teret.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1170,"sud je upodobio izreku presude, utvrđenom činjeničnom stanju, ne dirajući pri tom u objektivni identitet optužbe i presude.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1171,"djelujući na opisani način, okrivljeni je postupao sa umišljajem, svjestan da oduzimanjem tuđe pokretne stvari - električne energije, vrši krivično djelo, pa je i pored takve svijesti, radi pribavljanja protivpravne imovinske koristi, utičnicu u kuhinji priključio kablom, direktno na dovodno kablo, tako da potrošnja električne energije nije mjerena preko električnog brojila, čime je manifestovao htenje za nastupanje zabranjene posledice.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1172,"prilikom odlučivanja o vrsti i visini krivične sankcije, koju u konkretnom slučaju treba primijeniti prema okrivljenom i. m., za izvršeno krivično djelo, sud je imao u vidu sve okolnosti iz čl42 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1173,"tako je od olakšavajućih okolnosti, cijenio i uzeo u obzir, da se radi o porodičnom čovjeku, ocu dvoje maloljetne djece, siromašnog imovnog stanja.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
1174,"kao otežavajuću okolnost, sud je cijenio da je okrivljeni već jednom osuđivan, ali obzirom da je od ranije osuđivanosti prošlo više od sedam godina, sud je mišljenja, da su u konkretnom slučaju ispunjeni uslovi da se prema učiniocu, koji je kriv, ne primijeni kazna, smatrajući da to nije nužno, radi krivičnopravne zaštite, već se može očekivati, da će upozorenje uz prijetnju kaznom, dovoljno uticati na okrivljenog, da više ne vrši krivična djela.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10166.txt
