,Unnamed: 0,sentence,filename,cluster
198,198,ušli su u objekat i na jednoj strani mašine zatekli optuženog a. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
199,199,koga nije poznavao.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
200,200,u istoj prostoriji su čuli lupnjavu i zaključili da se nalazi još neko lice i pozvali su policiju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
201,201,koja je ubrzo došla i pronašli su optuženog b. h.. pored optuženog a. š. pronašli su bonsek za rezanje metala.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
202,202,smatra da on bio u pijanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
203,203,jer je bio gotovo nesvjestan,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
204,204,kada su ga pronašli.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
205,205,na pretresu je dodao da objekat u kojem su pronašli optužene je objekat bez vrata,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
206,206,gdje se nalaze stare mašine.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
207,207,obzirom da je ova lica zatekao u njihovom objektu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
208,208,ne zna da li su to ista lica zbog kojih je policija izašla kod fabrike b. radi vršenja uviđaja.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
209,209,štete za fabriku k. nije bilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
210,210,obzirom da ova lica nijesu ništa odnijela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
211,211,sud je prihvatio iskaze prednjih svjedoka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
212,212,na osnovu kojih je utvrđeno da su u jednom od objekata fabrike “k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
213,213,zatečeni optuženi a. š. kako leži pored jedne od mašina,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
214,214,koji je bio u vidno alkoholisanom stanju i nije mogao da hoda,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
215,215,a pored njega se nalazio bonsek,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
216,216,a na mašinama optuženi b. h.. na osnovu prednjeg,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
217,217,sud nije mogao da zaključi da su ova lica predhodno bila u fabrici „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
218,218,odakle su pobjegli trčećim korakom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
219,219,kako je to opisao svjedok r. m.. svjedok v. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
220,220,radnik up pj b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
221,221,u izjavi datoj tokom postupka je istakao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
222,222,da predmetnog dana,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
223,223,postupajući po naredbi dežurnog starješine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
224,224,nakon obilaska kruga fabrike „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
225,225,a zatekli su radnika obezbeđenja r. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
226,226,koji je u rukama držao sjekiru.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
227,227,u krugu fabrike „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
228,228,u prisustvu policajaca m. d. i n. s.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
229,229,zatekli su dva lica romske nacionalnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
230,230,koja su lišena slobode,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
231,231,a tu je bio i prisutan radnik obezbeđenja k. ž. v.. na pretresu je dodao da je kod ova dva lica pronađen bonsek i optuženi b. h. je bio u vidno alkoholisanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
232,232,a za optuženog š. nije primijetio.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
233,233,u krugu fabrike b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
234,234,radnik obezbeđenja im je pokazao vrata i kazao da se tu nalazio katanac koga sada nema.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
235,235,ta vrata su velika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
236,236,visoka preko 3 metra otprilike i ista nijesu mogla da se otvore,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
237,237,a iz kojeg razloga,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
238,238,da li su bila zaključana na neki drugi način,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
239,239,nije mu poznato.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
240,240,tom prilikom im je radnik m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
241,241,za koje je kazao da sumnja da je tuda neko pokušao da uđe u objekat.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
242,242,svjedok m. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
243,243,takođe radnik up pj b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
244,244,u izjavi datoj tokom postupka je istakao da je predmetnog dana sa kolegom v. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
245,245,postupajući po prijavi da se u krugu fabrike c. papira b. dešava krađa,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
246,246,pošao na lice mjesta,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
247,247,obišli krug fabrike i nijesu zatekli izvršioce djela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
248,248,nakon toga su pošli u krug fabrike k.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
249,249,gdje su zatekli šefa obezbeđenja ž. v. i dvojicu kolega iz saobraćajne policije,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
250,250,kao i dva lica romske nacionalnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
251,251,za koje su utvrdili da se radi o a. š. i b. h.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
252,252,a po njegovom zaključku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
253,253,oba ova lica su se nalazila u pijanom stanju.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
254,254,pored ovih lica su pronašli bonsek za rezanje metala.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
255,255,sud je prihvatio iskaze prednjih svjedoka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
256,256,na osnovu kojih je utvrđeno da su optuženi nađeni u objektu „k.“ u alkoholisanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
257,257,te da osnovu toga sud nije mogao zaključiti da su to lica koja su predhodno pokušala da obiju pomoćni objekat fabrike „b.“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
258,258,iz potvrde o privremeno oduzetim predmetima up pj b. br … od 07.12.2010. godine utvrđeno je da je od optuženog a. š. oduzet metalni bonsek sa plavom drškom dužine 0,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
259,259,iz fotodokumentaciju up pj b. br … od 07.12.2010.godine utvrđeno je sa objektu fabrike b. skinuta metalna rešetka i napravljen otvor.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
260,260,na osnovu ovako utvrđenog činjeničnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
261,261,sud nije mogao izvesti zaključak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
262,262,da je dokazano da su optuženi a. š. i b. h.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
263,263,izvršili krivično djela teška krađu u pokušaju iz čl 240 st. 1 tač 1 krivičnog zakonika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
264,264,u vezi sa čl 20 kz,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
265,265,na štetu oštećene fabrike b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
266,266,koje im je optužnicom stavljeno na teret.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
267,267,tako je na osnovu iskaza svjedoka r. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
268,268,utvrđeno da je čuo kucanje u fabrici „b.“ i da neko pokušava da odvali metalne djelove ograde,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
269,269,nejasno je vidio situete dva lica.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
270,270,ova lica su iz kruga njegove fabrike pobjegli u pravcu fabrike „k.“ trčećim korakom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
271,271,trčao je sa njima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
272,272,ali nije mogao da ih stigne.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
273,273,na pretresu je istakao da optuženi ne liče na ta lica.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
274,274,takođe je na osnovu iskaza svjedoka n. a. utvrđeno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
275,275,da je dobio informaciju da se neko od nepoznatih lica kretalo u krugu fabrike,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
276,276,obišli su teren i došli do mjesta gdje su videli da je prozor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
277,277,koji je bio zaštićen metalnom rešetkom provaljen,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
278,278,na način što je metalna rešetka sklonjena sa istog.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
279,279,nije vidio nikog da se kreće u krugu fabrike i nije mu poznato da li je išta nestalo iz objekta.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
280,280,činjenica je da su optuženi iste večeri zatečeni u objektu „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
281,281,koji se nalazi u neposrednoj blizini fabrike „b.“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
282,282,tom prilikom je optuženi a. š. zatečen kako leži pored jedne od mašina i pored njega se nalazio bonsek koji mu je oduzet,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
283,283,a optuženi b. h. se nalazio na mašini.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
284,284,optuženi a. š. je bio u alkoholisanom stanju u toj mjeri da nije mogao da stoji na nogama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
285,285,a što je utvrđeno na osnovu iskaza svjedoka n. s.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
286,286,v. b. i m. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
287,287,čak su u prvom momentu sumnjali da li je živ.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
288,288,na osnovu toga,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
289,289,sud nije mogao zaključiti da su optuženi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
290,290,koji su pronađeni u objektu „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
291,291,lica koja su iste večeri predhodno pokušala da izvrše krivično djelo na štetu fabrike „b.“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
292,292,ovo iz razloga što je svjedok r. m. istakao da su lica koja je zatekao kako pokušavaju da odvale metalne djelove ograde pobjegla i on je trčao za njima i nije mogao da ih stigne,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
293,293,a optuženi su po dolasku policije,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
294,294,dakle u kratkom vremenskom intervalu zatečeni u „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
295,295,u alkoholisanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
296,296,čak optuženi a. š. nije mogao da stoji i hoda,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
297,297,pa nije ni logično da je predhodno mogao da bježi trčećim korakom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
298,298,takođe je činjenica da je pored optuženog a. š. pronađen bonsek,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
299,299,koji mu je oduzet,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
300,300,sud na osnovu toga nije mogao zaključiti da su optuženi pokušali da izvrše krivično djelo bliže opisano pod stavom ii izreke presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
301,301,s obzirom na stanje u kojem se nalazio optuženi a. š. i da vrata na kojima se navodno nalazio katanac,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
302,302,po iskazu svjedoka v. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
303,303,nijesu mogla ni da se otvore.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
304,304,u konkretnom slučaju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
305,305,niko od svjedoka nije potvrdio da su upravo optuženi obili pomoćni objekat fabrike b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
306,306,a kako sudu nijesu pruženi drugi dokazi u prilog tih navoda,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
307,307,optužene je zbog nedostatka dokaza,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
308,308,na osnovu čl 363 tač 3 zkp-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
309,309,oslobodio od optužbe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
310,310,osnovno državno tužilaštvo je istom optužnicom stavilo na teret optuženima a. š. i h. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
311,311,da su u isto vrijeme i na istom mjestu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
312,312,po prethodnom dogovoru,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
313,313,"zajedno obili pomoćni objekat fabrike ""k."" i izvršili krivično djelo teška krađa u pokušaju iz čl 240 st. 1 tač 1 krivičnog zakonika",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
314,314,u vezi sa čl 20. međutim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
315,315,odt berane gorica golubović,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
316,316,u završnoj riječi je odustala od daljeg krivičnog gonjenja protiv optuženih a. š. i h. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
317,317,jer dokazima izvedenim na pretresima nije utvrdjena krivica optuženih.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
318,318,pošto je zastupnik javne optužbe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
319,319,u završnoj riječi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
320,320,odustao od optužbe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
321,321,protiv optuženih a. š. i b. h.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
322,322,a ovlašćeni predstavnik oštećenog nije preuzeo gonjenje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
323,323,sud je na osnovu člana 362 tač1 zkp-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
324,324,odlučio kao u izreci presude pod stavom i. sa izloženog odlučeno je kao u izreci presude.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
