,sentence,label,filename
417,"tom prilikom je optuženi a. š. zatečen kako leži pored jedne od mašina i pored njega se nalazio bonsek koji mu je oduzet, a optuženi b. h. se nalazio na mašini.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
418,"optuženi a. š. je bio u alkoholisanom stanju u toj mjeri da nije mogao da stoji na nogama, a što je utvrđeno na osnovu iskaza svjedoka n. s., m. d., ž. v., v. b. i m. š., čak su u prvom momentu sumnjali da li je živ.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
419,"na osnovu toga, sud nije mogao zaključiti da su optuženi, koji su pronađeni u objektu „k.“, lica koja su iste večeri predhodno pokušala da izvrše krivično djelo na štetu fabrike „b.“.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
420,"ovo iz razloga što je svjedok r. m. istakao da su lica koja je zatekao kako pokušavaju da odvale metalne djelove ograde pobjegla i on je trčao za njima i nije mogao da ih stigne, a optuženi su po dolasku policije, dakle u kratkom vremenskom intervalu zatečeni u „k.“, u alkoholisanom stanju, čak optuženi a. š. nije mogao da stoji i hoda, pa nije ni logično da je predhodno mogao da bježi trčećim korakom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
421,"takođe je činjenica da je pored optuženog a. š. pronađen bonsek, koji mu je oduzet, međutim, sud na osnovu toga nije mogao zaključiti da su optuženi pokušali da izvrše krivično djelo bliže opisano pod stavom ii izreke presude, s obzirom na stanje u kojem se nalazio optuženi a. š. i da vrata na kojima se navodno nalazio katanac, po iskazu svjedoka v. b., nijesu mogla ni da se otvore.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
422,"u konkretnom slučaju, niko od svjedoka nije potvrdio da su upravo optuženi obili pomoćni objekat fabrike b., a kako sudu nijesu pruženi drugi dokazi u prilog tih navoda, optužene je zbog nedostatka dokaza, na osnovu čl 363 tač 3 zkp-a, oslobodio od optužbe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
423,"troškovi krivičnog postupka, padaju na teret budžetskih sredstava ovoga suda, na osnovu čl 203 st. 1 zkp.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
424,oštećena fabrika „n.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
425,"b.“ doo, iz berana, pravni sledbenik fabrike „b.“ berane, radi ostvarivanja imovinskog pravnog zahtjeva za naknadu štete, upućuje se na parnicu, na osnovu čl 212 st.3 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
426,"osnovno državno tužilaštvo je istom optužnicom stavilo na teret optuženima a. š. i h. b., da su u isto vrijeme i na istom mjestu, po prethodnom dogovoru, zajedno obili pomoćni objekat fabrike ""k."" i izvršili krivično djelo teška krađa u pokušaju iz čl 240 st. 1 tač 1 krivičnog zakonika, u vezi sa čl 20. međutim, odt berane gorica golubović, u završnoj riječi je odustala od daljeg krivičnog gonjenja protiv optuženih a. š. i h. b., jer dokazima izvedenim na pretresima nije utvrdjena krivica optuženih.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
427,"ovlašćeni predstavnik oštećene fabrike „k.“, doo b., nije pristupio na glavni pretres zakazan za 29.06.2011. godine, iako je uredno pozvan i upozoren na posledice nedolaska, te obzirom da je odt berane odustao od krivičnog gonjenja optuženih, smatra se da oštećeni nije voljan da produži gonjenje u smislu čl 293 st. 4 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
428,"pošto je zastupnik javne optužbe, u završnoj riječi, odustao od optužbe, protiv optuženih a. š. i b. h., a ovlašćeni predstavnik oštećenog nije preuzeo gonjenje, sud je na osnovu člana 362 tač1 zkp-a, odlučio kao u izreci presude pod stavom i. sa izloženog odlučeno je kao u izreci presude.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
429,osnovni sud u beranama dana 29.06.2011. godine.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
430,"zapisničar, predsjednik vijeća- sudija, marina obadović ana kenjić - đukić pravna pouka: protiv ove presude, dozvoljena je žalba, u roku od 15 (petnaest) dana, od dana prijema iste, višem sudu u b.polju, a preko ovog suda.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt
431,"osnovni sud u beranama k.br 78/11 u ime naroda osnovni sud u beranama, kao prvostepeni krivični, po sudiji pojedincu ani kenjić đukić, uz sudjelovanje zapisničara danojle milošević, u krivičnom predmetu protiv okrivljenog ž. b. , iz berana, zbog krivičnog djela neizvršenje sudske odluke iz čl 395 st. 1 kz-a, po optužnom predlogu osnovnog državnog tužilaštva u beranama ktbr 474/10 od 21.02.2011. godine, nakon održanog javnog i glavnog pretresa, u prisustvu okrivljenog, njegovog branioca adv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
432,"n. č., oštećenog v. š. i njegovog punomoćnika adv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
433,"v. c., a u odsustvu uredno pozvanog odt-a berane, donio je i javno objavio dana 25.05.2011.godine p r e s u d u okrivljeni ž. b. , jmbg …, od oca v. i majke s., rođene k., rođen … godine, u b., gdje je i stalno nastanjen u selu p., državljanin cg, privatnik, oženjen, otac dvoje djece, pismen, završio sss, srednjeg imovnog stanja, neosuđivan oslobadja se od optužbe da je: kao odgovorno lice-direktor ad „b.“, iz b., odbio da izvrši pravosnažnu i izvršnu sudsku odluku - presudu osnovnog suda u beranama p. br … od 21.07.2010. godine, kojom je obavezan da oštećenom v. š., iz berana, iz osnova naknade zarade, kamate i troškova spora, isplati ukupan iznos od 15.784.56 eura, - čime bi izvršio krivično djelo neizvršenje sudske odluke iz čl 395 st.1 krivičnog zakonika.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
434,"pošto nije dokazano da je izvršio krivično djelo, koje mu je optužnim predlogom stavljeno na teret, na osnovu čl 363 tač 3 zkp.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
435,"troškovi krivičnog postupka padaju na teret budžetskih sredstava ovoga suda, na osnovu čl 203 st. 1 zkp.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
436,imovinsko pravnog zahtjeva za naknadu štete nije bilo.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
437,"o b r a z l o ž e nj e osnovno državno tužilaštvo u beranama, podnijelo je optužni predlog ktbr 474/10 od 21.02.2011. godine, protiv okrivljenog ž. b., iz berana, zbog krivičnog djela neizvršenje sudske odluke iz čl 395 st. 1 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
438,"zastupnik javne optužbe, odt berane, nije pristupio na glavni pretres od 25.05.2011. godine, iako je uredno pozvan, pa je sud isti održao i zaključio u njegovom odsustvu, na osnovu čl 453 st.1 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
439,"oštećeni v. š., u završnoj riječi, prihvatio je završnu riječ svoga punomoćnika adv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
440,"v. c. , koji je istakao, da obzirom da je svjedok d. v. izjavio da je on izvršni direktor u ad b. u b. i nadležan za izvršenje pravosnažne presude, da se ne prudružuje krivičnom gonjenju protiv okrivljenog, niti postavlja imovinsko pravni zahtjev za naknadu štete.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
441,"okrivljeni ž. b. , u svojoj odbrani datoj tokom postupka, negirao je izvršenje krivičnog djela i istakao da je predsjednik borda direktora firme „b.“ ad b., a izvršni direktor je d. v., koji je odgovoran za izvršenje sudskih odluka i za upravljanje u firmi.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
442,"od njega je djelimično upoznat sa predmetom oštećenog, a presuda mu nikada nije lično dostavljena, iz razloga što ne postoji obaveza da mu se dostavlja.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
443,spreman je da se kao predsjednik borda direktora založi da se predmetna presuda ispoštuje u nekom realnom roku.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
444,"na pretresu je dodao sa mu se na teret optužbom stavlja iznos od 15.784,56 eura, a naknadnim uvidom u presudu, utvrdio je da to nije ukupan iznos, već da se radi o nekoj grešci i da je tuženi obavezan na iznos od 7.837,28 €, kao i troškove postupka.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
445,"obaveza prema oštećenom mogla se izvršiti i na drugi način, a nije bilo potrebe da se ide sudskim putem.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
446,nije odgovorno lice i smatra da svu odgovornost snosi izvršni direktor d. v. koji je u preduzeću zadužen za rad i radne odnose.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
447,kao član odbora direktora voljan je da se obaveza prema oštećenom izmiri i u tom pravcu će dati punomoćje izvršnom direktoru da preduzme sve potrebne radnje.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
448,"presuda je mogla da se izvrši i bez njegovog znanja, kao člana odbora direktora, blokadom žiro računa.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
449,"takođe ad ""b.“ posjeduje statut br….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
450,"od 06.05.2003. godine, kojim je tačno propisano šta su nadležnosti odbora direktora, direktora, izvršnog direktora i drugih zaposlenih lica,.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
451,u završnoj riječi prihvatio je završnu riječ svog branioca.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
452,branilac okrivljenog adv.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
453,"n. č., u završnoj riječi je istakao, da teza optužbe nije dokazana, da je na nesumljiv način utvrđeno, da okrivljeni nije direktor ad b. b., pa samim tim nije mogao da odbije da izvrši pravosnažnu presudu osnovnog suda u beranama, pa je predložio da sud okrivljenog oslobodi od optužbe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
454,troškove postupka je tražio po at-u.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
455,"radi pravilnog i zakonitog presuđenja ove krivično pravne stvari, sud je na glavnom pretresu, u dokaznom postupku, izveo sledeće dokaze: saslušao oštećenog v. š., svjedoka d. v., pročitao pravosnažnu presudu osnovnog suda u beranama p.br … od 21.07.2010.godine, predlog za izvršenje na osnovu pravosnažne presude povjerioca v. š., od 06.11.2010.godine, spise osnovnog suda u beranama i.br…., statut ad „b.“ b. i izvod iz kaznene evidencije za okrivljenog.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
456,"nakon sprovedenog dokaznog postupka, cijeneći navode optužbe, odbranu okrivljenog, te izvedene pobrojane dokaze, u smislu člana 17 i 360 zkp-a, a dovodeći ih u vezu jedne sa drugim, sud je stao na stanovište, da činjenice iz činjeničnog opisa izreke presude, nijesu dokazane, pa je okrivljenog ž. b., za krivično djelo neizvršenje sudske odluke iz čl 395 st. 1 kz, oslobodio od optužbe, usled nedostatka dokaza, na osnovu čl 363 tač 3 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
457,"pri tome, sud je prihvatio odbranu okrivljenog da on nije izvršni direktor, niti je njegova nadležnost izvršenje sudskih odluka, a što je potkrijepljeno kazivanjem svjedoka d. v., oštećenog v. š., kao i statutom ad „ b.“, iz b.. tako je na osnovu iskaza svjedoka d. v. utvrđeno, da je od 2006. godine, izvršni direktor „b.“ ad b., da je oštećeni bivši radnik ove firme i da je tražio 24 lična dohodka, što mu je isplaćeno, nakon čega mu je prestao radni odnos, a preduzeće mu je ostalo dužno oko 800 €.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
458,nakon toga preduzeće je konstantno poslovalo sa gubitkom i žiro račun je uglavnom bio u blokadi čitavo vrijeme.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
459,"nije mu poznato kako je došlo do predmetne presude, obzirom da dug prema oštećenom ne može toliko iznositi i samo je trebalo u tom postupku istaći prigovor zastarelosti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
460,"pravosnažnu presudu ovoga suda p. br … od 21.07.2010. godine nije primio, a tačno je da je u tom postupku zastupao b. ad b. i bio je na jednoj raspravi.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
461,"kako je presuda postala pravosnažna i ko je istu primio, nije mu poznato.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
462,"na njegovom stolu u kancelariji, jednog momenta pojavila ova presuda, ali mu nije poznato ko je nju ostavio, a tada je već bilo kasno da se ulaže žalba.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
463,"kao izvršni direktor, odgovoran je za izvršenje pravosnažnih sudskih odluka, odnosno u obavezi je da odluku lično izvrši, a okrivljeni je predsjednik odbora direktora.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
464,"dodao je da je presudu mogao da izvrši i bez znanja okrivljenog, ali je jedini uslov bio da žiro račun bude aktivan, medjutim, isti je bio u blokadi.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
465,"da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem, njegova obaveza kao izvršnog direktora je bila da sačini nalog za isplatu, ako ima novca u blagajni, odnosno da sačini nalog za prenos, ako ima sredstva na žiro računu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
466,"u to vrijeme novca u blagajni nije bilo, a žiro račun je bio blokiran, tako da nije mogao izdati nalog da se novčana sredstva isplate oštećenom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
467,"sud je prihvatio iskaz ovog svjedoka, na osnovu kojeg je utvrđeno da je on kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka, odnosno u obavezi je da odluku lično izvrši.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
468,"na osnovu pravosnažne presude osnovnog suda u beranama p.br … od 21.07.2010. godine, utvrđeno je da je tuženi „b.“ ad berane, iz b. obavezan, da tužiocu v. š., iz berana, isplati iznos od 7.837,28 eura, kao i da mu naknadi troškove spora u iznosu od 710,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
469,na osnovu predloga za izvršenje podnijetog od strane povjerioca – oštećenog v. š. i spisa predmeta osnovnog suda u beranama i.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
470,"br…., utvrđeno je da je izvšni povjerilac v. š., iz b., dana 06.11.2010. godine podnio predlog za izvršenje predmetne presude, te da je sud dana 19.11.2010.godine, donio rješenje o izvršenje i.br ….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
471,"sud je prihvatio prednje dokaze, na osnovu kojih je utvrdjeno, da je pravosnažnom i izvršnom presudom utvrdjena obaveza ad b., iz b., da isplati oštećenom iznos od 7.837,28 eura, kao i troškove postupka u iznosu od 710,00 eura, te da je oštećeni, obzirom da navedeno preduzeće nije izmirilo obavezu u ostavljenom roku, pokrenuo postupak sudskog izvršenja, te je donijeto rješenje o izvršenju 19.11.2010. godine.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
472,"na osnovu statuta ad „b.“, koji je donijela skupština akcionara ad „b.“, na sjednici održanoj dana 06.05.2003.godine, utvrđeno je da izvršni direktor nadležan za izvršavanje odluka odbora direktora i izvršava poslove iz nadležnosti radnih odnosa, kao i druge poslove utvrđene statutom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
473,"sud je prihvatio prednji dokaz, na osnovu kojeg je utvrđeno da je za izvršavanje pravosnažnih sudskih odluka iz radnih odnosa nadležan izvršni direktor, međutim, izvedenim dokazima tokom postupka je utvrđeno da je izvršni direktor d. v., a ne okrivljeni.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
474,oštećeni v. š. je istakao da je pravosnažnom presudom osnovnog suda u beranama p.br … od 21.07.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
475,"2010.godine obavezan tuženi, čiji je vlasnik okrivljeni, da mu na osnovu naknade zarade isplati iznos od 6.437,28 eura, na ime toplog obroka 800,00 eura i na ime regresa 60,00 eura, kao i da mu nadoknadi troškove krivičnog postupka u iznosu od 710,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
476,"okrivljeni, iako je u mogućnosti, neće da mu isplati novac, pokušavao je da naplati, ali ga je okrivljeni vrijeđao i njega i državne organe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
477,"pokušavao je da se naplati i u izvršnom postupku, ali okrivljeni to opstruira na različite načine.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
478,"u teškom je materijalnom položaju, struju nije platio dvije godine, a postupanjem okrivljenog, doveden je u težak položaj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
479,"nije mu platio doprinos, pa njegovi drugovi primaju 90,00 €, a on 30,00 €.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
480,"na pretresu je dodao da je odgovorno lice u ad „b.“ d. v., koji je izvršni direktor, a koji mu je rekao da se on ništa ne pita, te ako mu okrivljeni kaže, da će on odluku izvršiti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
481,"sud je prihvatio iskaz oštećenog, u svemu osim u dijelu da je okrivljeni odgovoran za neizvršenje presude, te da mu je izvršni direktor kazao da se ništa ne pita i ako mu okrivljeni kaže, da će on odluku izvršiti, obzirom da je svjedok d. v. istakao, da je on odgovoran za izvršenje sudskih odluka, a što je takođe utvrđeno iz statuta ad „b.""",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
482,"b., te okolnost da li je okrivljeni izvršnom direktoru kazao da izvrši ili ne izvrši odluku je irelevantna za činjenično utvrđenje, jer predmetno krivično djelo može da izvrši samo odgovorno ili službeno lice, a u konkretnom slučaju nije dokazano da je to okrivljeni.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
483,"na osnovu ovako utvrđenog činjeničnog stanja, sud nije mogao izvesti zaključak, da je okrivljeni ž. b., izvršio krivično djelo neizvršenje sudske odluke iz čl 395 st. 1 kz-a, koje mu je stavljeno na teret optužnim predlogom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
484,"naime, na osnovu iskaza svjedoka d. v., utvrđeno je da je kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka, odnosno u obavezi je da odluku lično izvrši, a to može i bez znanja okrivljenog, ali je jedini uslov bio da žiro račun bude aktivan.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
485,"da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem, njegova obaveza kao izvršnog direktora je bila da sačini nalog za isplatu, ako ima novca u blagajni, odnosno da sačini nalog za prenos, ako ima sredstva na žiro računu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
486,"u to vrijeme novca u blagajni nije bilo, a žiro račun je bio blokiran.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
487,"navode ovog svjedoka da je on izvršni direktor, potvrdio je i oštećeni.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
488,"takođe je na osnovu statuta b. ad b. utvrđeno, da je izvršni direktor nadležan da izvršava poslove iz nadležnosti radnih odnosa.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
489,"činjenica je da je b. ad b. pravosnažnom presudom osnovnog suda u beranama obavezan da oštećenom v. š., isplati iznos od 7.837,28 eura, kao i da mu naknadi troškove spora u iznosu od 710,00 eura i da je oštećeni podnio predlog za izvršenje na osnovu pravosnažne presude, te da je donijeto rješenje o izvršenju i. br … od 19.11.2010. godine, a što je utvrđeno na osnovu pravosnažne presude osnovnog suda u beranama, p.br … od 21.07.2010.godine, predloga za izvršenje od 06.11.2010.godine i spisa predmeta osnovnog suda u beranama i.br … međutim, prednji dokazi nijesu potvrdili tezu optužbe, da je okrivljeni, kao odgovorno lice, odbio da izvrši pravosnažnu i izvršnu sudsku odluku.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
490,"naime, krivično djelo neizvršenje sudske odluke, sastoji se u odbijanju da se izvrši pravosnažna i izvršna sudska odluka.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
491,odbijanje je izričito stavljanje do znanja da se sudska odluka neće izvršiti.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
492,"bitno je da službeno ili odgovorno lice, koje je nadležno za izvršenje odluke, nedvosmisleno stavi do znanja da to neće da uradi.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
493,"na osnovu izvedenih dokaza na glavnom pretresu, sud nije mogao izvesti takav zaključak, jer je svjedok d. v. istakao da je njegova nadležnost izvršenje sudskih odluka, a što je i oštećeni potvrdio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
494,"dakle, nije dokazano da je nadležnost okrivljenog da izvršava sudske odluke, a takođe ni da je isti, bilo kojom radnjom odbio da odluku izvrši.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
495,"kako izvedenim dokazima nije dokazano da je okrivljeni ž. b. izvršio predmetno krivično djelo, sud ga je, na osnovu čl 363 tač 3 zkp-a, oslobodio od optužbe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
496,"troškovi krivičnog postupka, padaju na teret budžetskih sredstava ovoga suda, na osnovu čl 203 st. 1 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
497,imovinskopravnog zahtjeva za naknadu štete nije bilo.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
498,sa izloženog odlučeno je kao u izreci presude.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
499,osnovni sud u beranama dana 25.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
500,05.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
501,2011.godine.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
502,"zapisničar, s u d i j a, danojle milošević ana kenjić đukić pravna pouka: protiv ove presude, dozvoljena je žalba, u roku do 8 ( osam ) dana, od dana prijema iste, višem sudu u b. polju, a preko ovog suda.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
503,"osnovni sud u beranama k.br87/11 u ime naroda osnovni sud u beranama , kao prvostepeni , krivični , u vijeću sastavljenom od sudije dubravke popović , kao predsjednika vijeća i sudija porotnika stojana kukalja i vučića babovića kao članova vijeća, uz sudjelovanje slavice janković, kao zapisničara, u krivičnom predmetu protiv okrivljenog t. m., iz berana, zbog krivičnog djela pronevjera iz čl420.st.2.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
504,"u vezi st.1.kzcg, po optužnici osnovnog državnog tužilaštva u beranama ktbr31/11 od 02.03.2011 godine, nakon održanog usmenog, glavnog i javnog pretresa u prisustvu zastupnika javne optužbe, zamjenika odt-a u beranama vladana djalovića, okrivljenog t. m. i predstavnika oštećene pošte crne gore - pošte b. m. j., donio je i javno objavio dana 20.04.2011 godine, p r e s u d u okrivljeni t. m. od oca v. i majke m., rodjene n., rodjen … godine u b., sa prebivalištem u selu d., opština b., državljanin crne gore, oženjen, otac troje djece, pismen, završio srednju školu, lošeg imovnog stanja, neosudjivan.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
505,"k r i v j e : što je : novembra mjeseca 2010 godine, u b., kao poštar pošte crne gore, pošta b., u namjeri da sebi pribavi protivpravnu imovinsku korist, od novca koji mu je povjeren u radu prisvojio iznos od 3.187.91 eura i time pričinio štetu oštećenoj pošti u b. u navedenom iznosu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
506,čime je izvršio krivično djelo pronevjera iz čl420.st.2.u vezi st.1.kzcg.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
507,"pa mu sud za izvršeno krivično djelo na osnovu navedenog zakonskog propisa, te primjenom čl32.36.42.52.53.i 54.kzcg, kao i primjenom čl364.zkp-a , i z r i č e uslovnu osudu kojom mu utvrdjuje kaznu zatvora u trajanju od 1 /jedne/ godine i istovremeno odredjuje da se ista neće izvršiti ako okrivljeni za vrijeme od dvije godine od dana pravosnažnosti presude ne učini novo krivično djelo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
508,"okrivljeni se obavezuje da na ime paušala plati sudu iznos od 30.00 eura, u roku od 15 dana od dana pravosnažnosti presude pod prijetnjom prinudnog izvršenja.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
509,"okrivljeni se takodje obavezuje da na ime pričinjene štete plati oštećenoj pošti u b. iznos od 3.187.91 eura, u roku od 15 dana od dana pravosnažnosti presude.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
510,"o b r a z l o ž e nj e osnovno državno tužilaštvo u beranama, dana 02.03.2011 godine, podiglo je optužnicu ktbr31/11 protiv okrivljenog t. m., iz berana, zbog krivičnog djela pronevjera iz čl420.st.2.u vezi st.1.kzcg.na glavnom pretresu od 20.04.2011 godine, zastupnik javne optužbe, zamjenik odt-a u beranama, vladan djalović, u završnoj riječi je izjavio: da u svemu ostaje pri podnijetoj optužnici i smatra da je dokazima izvedenim tokom postupka u potpunosti dokazano da je optuženi izvršio krivično djelo kako je to opisano u dispozitivu optužnice, te zatražio da ga sud oglasi krivim i kazni po zakonu, te da pri odmjeravanju kazne ima u vidu sve okolnosti koje utiču da kazna bude veća ili manja .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
511,"punomoćnik oštećene pošte u b., j. m., u završnoj riječi je izjavio da se ne pridružuje krivičnom gonjenju protiv okrivljenog, iz razloga što je isti sve do konkretnog slučaja radio odgovorno svoj posao i što je sam napravio spisak lica čiji je novac prisvojio, priznao šta je uradio a nakon toga je on zatražio od tmušića raskid radnog odnosa, te da kao predstavnik oštećene postavlja imovinsko pravni zahtjev za naknadu štete u iznosu od 3.187.91 eura, jer je to iznos za koji je oštećena i koji je pošta uplatila licima od kojih je okrivljeni prisvojio novac koji mu je bio povjeren u radu kao poštaru .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
