,sentence,filename
399,a okrivljeni je predsjednik odbora direktora.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
400,dodao je da je presudu mogao da izvrši i bez znanja okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
401,ali je jedini uslov bio da žiro račun bude aktivan,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
402,isti je bio u blokadi.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
403,da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
404,njegova obaveza kao izvršnog direktora je bila da sačini nalog za isplatu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
405,ako ima novca u blagajni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
406,odnosno da sačini nalog za prenos,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
407,ako ima sredstva na žiro računu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
408,u to vrijeme novca u blagajni nije bilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
409,a žiro račun je bio blokiran,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
410,tako da nije mogao izdati nalog da se novčana sredstva isplate oštećenom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
411,sud je prihvatio iskaz ovog svjedoka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
412,na osnovu kojeg je utvrđeno da je on kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
413,odnosno u obavezi je da odluku lično izvrši.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
414,na osnovu pravosnažne presude osnovnog suda u beranama p.br … od 21.07.2010. godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
415,utvrđeno je da je tuženi „b.“ ad berane,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
416,iz b. obavezan,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
417,da tužiocu v. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
418,isplati iznos od 7.837,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
419,kao i da mu naknadi troškove spora u iznosu od 710,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
420,utvrđeno je da je izvšni povjerilac v. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
421,dana 06.11.2010. godine podnio predlog za izvršenje predmetne presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
422,te da je sud dana 19.11.2010.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
423,donio rješenje o izvršenje i.br ….,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
424,sud je prihvatio prednje dokaze,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
425,na osnovu kojih je utvrdjeno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
426,da je pravosnažnom i izvršnom presudom utvrdjena obaveza ad b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
427,da isplati oštećenom iznos od 7.837,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
428,kao i troškove postupka u iznosu od 710,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
429,te da je oštećeni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
430,obzirom da navedeno preduzeće nije izmirilo obavezu u ostavljenom roku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
431,pokrenuo postupak sudskog izvršenja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
432,te je donijeto rješenje o izvršenju 19.11.2010. godine.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
433,na osnovu statuta ad „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
434,koji je donijela skupština akcionara ad „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
435,na sjednici održanoj dana 06.05.2003.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
436,utvrđeno je da izvršni direktor nadležan za izvršavanje odluka odbora direktora i izvršava poslove iz nadležnosti radnih odnosa,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
437,kao i druge poslove utvrđene statutom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
438,sud je prihvatio prednji dokaz,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
439,na osnovu kojeg je utvrđeno da je za izvršavanje pravosnažnih sudskih odluka iz radnih odnosa nadležan izvršni direktor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
440,izvedenim dokazima tokom postupka je utvrđeno da je izvršni direktor d. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
441,a ne okrivljeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
442,iako je u mogućnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
443,neće da mu isplati novac,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
444,pokušavao je da naplati,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
445,ali ga je okrivljeni vrijeđao i njega i državne organe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
446,pokušavao je da se naplati i u izvršnom postupku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
447,ali okrivljeni to opstruira na različite načine.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
448,u teškom je materijalnom položaju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
449,struju nije platio dvije godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
450,a postupanjem okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
451,doveden je u težak položaj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
452,nije mu platio doprinos,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
453,pa njegovi drugovi primaju 90,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
454,a on 30,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
455,na pretresu je dodao da je odgovorno lice u ad „b.“ d. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
456,koji je izvršni direktor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
457,a koji mu je rekao da se on ništa ne pita,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
458,te ako mu okrivljeni kaže,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
459,da će on odluku izvršiti.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
460,sud je prihvatio iskaz oštećenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
461,u svemu osim u dijelu da je okrivljeni odgovoran za neizvršenje presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
462,te da mu je izvršni direktor kazao da se ništa ne pita i ako mu okrivljeni kaže,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
463,da će on odluku izvršiti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
464,obzirom da je svjedok d. v. istakao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
465,da je on odgovoran za izvršenje sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
466,"a što je takođe utvrđeno iz statuta ad „b.""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
467,te okolnost da li je okrivljeni izvršnom direktoru kazao da izvrši ili ne izvrši odluku je irelevantna za činjenično utvrđenje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
468,jer predmetno krivično djelo može da izvrši samo odgovorno ili službeno lice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
469,a u konkretnom slučaju nije dokazano da je to okrivljeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
470,na osnovu ovako utvrđenog činjeničnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
471,sud nije mogao izvesti zaključak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
472,da je okrivljeni ž. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
473,izvršio krivično djelo neizvršenje sudske odluke iz čl 395 st. 1 kz-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
474,koje mu je stavljeno na teret optužnim predlogom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
475,na osnovu iskaza svjedoka d. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
476,utvrđeno je da je kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
477,odnosno u obavezi je da odluku lično izvrši,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
478,a to može i bez znanja okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
479,ali je jedini uslov bio da žiro račun bude aktivan.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
480,da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
481,njegova obaveza kao izvršnog direktora je bila da sačini nalog za isplatu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
482,ako ima novca u blagajni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
483,odnosno da sačini nalog za prenos,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
484,ako ima sredstva na žiro računu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
485,u to vrijeme novca u blagajni nije bilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
486,a žiro račun je bio blokiran.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
487,navode ovog svjedoka da je on izvršni direktor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
488,potvrdio je i oštećeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
489,takođe je na osnovu statuta b. ad b. utvrđeno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
490,da je izvršni direktor nadležan da izvršava poslove iz nadležnosti radnih odnosa.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
491,činjenica je da je b. ad b. pravosnažnom presudom osnovnog suda u beranama obavezan da oštećenom v. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
492,isplati iznos od 7.837,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
493,kao i da mu naknadi troškove spora u iznosu od 710,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
494,00 eura i da je oštećeni podnio predlog za izvršenje na osnovu pravosnažne presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
495,te da je donijeto rješenje o izvršenju i. br … od 19.11.2010. godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
496,a što je utvrđeno na osnovu pravosnažne presude osnovnog suda u beranama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
497,p.br … od 21.07.2010.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
498,predloga za izvršenje od 06.11.2010.godine i spisa predmeta osnovnog suda u beranama i.br … međutim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
499,prednji dokazi nijesu potvrdili tezu optužbe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
500,da je okrivljeni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
501,kao odgovorno lice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
502,odbio da izvrši pravosnažnu i izvršnu sudsku odluku.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
503,krivično djelo neizvršenje sudske odluke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
504,sastoji se u odbijanju da se izvrši pravosnažna i izvršna sudska odluka.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
505,odbijanje je izričito stavljanje do znanja da se sudska odluka neće izvršiti.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
506,bitno je da službeno ili odgovorno lice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
507,koje je nadležno za izvršenje odluke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
508,nedvosmisleno stavi do znanja da to neće da uradi.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
509,na osnovu izvedenih dokaza na glavnom pretresu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
510,sud nije mogao izvesti takav zaključak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
511,jer je svjedok d. v. istakao da je njegova nadležnost izvršenje sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
512,a što je i oštećeni potvrdio.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
513,nije dokazano da je nadležnost okrivljenog da izvršava sudske odluke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
514,a takođe ni da je isti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
515,bilo kojom radnjom odbio da odluku izvrši.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
516,kako izvedenim dokazima nije dokazano da je okrivljeni ž. b. izvršio predmetno krivično djelo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
517,sud ga je,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
518,na osnovu čl 363 tač 3 zkp-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
519,oslobodio od optužbe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
520,osnovni sud u beranama k.br87/11 u ime naroda osnovni sud u beranama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
521,u vijeću sastavljenom od sudije dubravke popović,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
522,kao predsjednika vijeća i sudija porotnika stojana kukalja i vučića babovića kao članova vijeća,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
523,uz sudjelovanje slavice janković,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
524,u krivičnom predmetu protiv okrivljenog t. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
525,zbog krivičnog djela pronevjera iz čl420.st.2.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
526,k r i v j e : što je : novembra mjeseca 2010 godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
527,kao poštar pošte crne gore,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
528,u namjeri da sebi pribavi protivpravnu imovinsku korist,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
529,od novca koji mu je povjeren u radu prisvojio iznos od 3.187.91 eura i time pričinio štetu oštećenoj pošti u b. u navedenom iznosu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
530,pa mu sud za izvršeno krivično djelo na osnovu navedenog zakonskog propisa,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
531,te primjenom čl32.36.42.52.53.i 54.kzcg,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
532,kao i primjenom čl364.zkp-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
533,i z r i č e uslovnu osudu kojom mu utvrdjuje kaznu zatvora u trajanju od 1 /jedne/ godine i istovremeno odredjuje da se ista neće izvršiti ako okrivljeni za vrijeme od dvije godine od dana pravosnažnosti presude ne učini novo krivično djelo.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
534,punomoćnik oštećene pošte u b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
535,u završnoj riječi je izjavio da se ne pridružuje krivičnom gonjenju protiv okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
536,iz razloga što je isti sve do konkretnog slučaja radio odgovorno svoj posao i što je sam napravio spisak lica čiji je novac prisvojio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
537,priznao šta je uradio a nakon toga je on zatražio od tmušića raskid radnog odnosa,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
538,te da kao predstavnik oštećene postavlja imovinsko pravni zahtjev za naknadu štete u iznosu od 3.187.91 eura,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
539,jer je to iznos za koji je oštećena i koji je pošta uplatila licima od kojih je okrivljeni prisvojio novac koji mu je bio povjeren u radu kao poštaru .,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
540,izjašnjavajući se o navodima iz optužnice odt-a u beranama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
541,okrivljeni t. m. je tokom postupka u svoju odbranu naveo sledeće: da je tačno da je počinio krivično djelo pronevjere i to na način i u vrijednosti kako je to navedeno optužbom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
542,te da je kao poštar pošte crne gore pribavio sebi protivpravnu korist od novca koji mu je povjeren na radu i prisvojio iznos od 3.187.91 eura a to je učinio iz razloga jer je morao da vrati neki dug licu od koga je pozajmio novac.dalje je naveo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
543,da je mislio da će brzo moći da vrati taj prisvojeni novac jer je pokušao da proda kuću i jedan komšija mu je obećao da će mu isplatiti novac za kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
544,ali mu do sada nije isplatio taj novac,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
545,tako da nije u mogućnosti da vrati pošti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
546,te da je inače od strane pošte taj dug obeštećen korisnicima koji su se odnosili uglavnom na putne troškove i druga novčana primanja.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
547,da je raskinuo radni odnos sa poštom nakon tog dogadjaja i to na njegov zahtjev,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
548,te da mu je žao zbog učinjenog krivičnog djela i da ubuduće neće činiti takva niti slična krivična djela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
549,u završnoj riječi je ponovio žaljenje zbog počinjenog djela i naveo da je to prvi put da u svom poslu napravi grešku a to je učinio nemajući drugi izlaz,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
550,opterećen brojnim kreditima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
551,misleći da će novac koji mu je povjeren kao poštaru a koji je trebao isplatiti odredjenim licima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
552,moći da vrati,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
553,ali nije uspio da riješi taj problem i zbog toga zatražio raskid radnog odnosa kod pošte koja je tim licima nadoknadila novac koji je on prisvoji.predložio je sudu da uzme u obzir da živi u petočlanoj porodivci,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
554,gdje samo kćerka radi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
555,da je ostao bez posla,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
556,ali da će nastojati da izmiri obavezu prema pošti i posebno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
557,koliko ga je to teško pogodilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
558,kao i njegovu porodicu .,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
559,na dan 30.01.2011 godine na ime pošta cg- poštanski centar b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
560,izvršio uvid u spisak korisnika poštanskih usluga koji su obeštećeni od strane pošte b. zbog neisplaćenih novčanih primanja i uvid u izvod iz ke za okrivljenog .,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
561,sud je prihvatio odbranu okrivljenog koji priznaje izvršenje krivičnog djela,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
562,jer je njegovo priznanje jasno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
563,te potpuno u skladu sa dokazima izvedenim na glavnom pretresu iz kojih je na nesumnjiv način utvrdjeno da je počinio krivično djelo pronevjera za koje je optužen.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
564,tako je iz iskaza svjedoka m. j. utvrdjeno da radi kao direktor centra pošta i da mu je poznato da je t. m. prisvojio iznos od 3.187.91 eura,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
565,koji mu je kao poštaru povjeren radi podjele korisnicima raznih prinadležnosti a navedeni iznos je izveden iz spiska koji je sačinio okrivljeni a nakon toga su oni vršili analizu i utvrdili da je navedeni iznos tačan i da je isti okrivljeni prisvojio tj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
566,da nije vršio isplate licima kojima je bio obavezan,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
567,već da je novac prisvojio za sebe.dalje je naveo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
568,da posjeduje tačan iznos novca i imena lica kojima nije izvršena isplata a sva ta lica su kasnije od strane pošte obeštećena i izvršena im je isplata tako da oni nijesu u suštini oštećeni a okrivljeni do današnjeg dana nije obeštetio poštu za navedeni novčani iznos,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
569,tako da je pošta sada oštećena .,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
570,iskaz ovog svjedoka sud je prihvatio kao objektivan,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
571,jasan i uvjerljiv iz razloga usaglašenosti sa ostalim izvedenim dokazima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
572,te odbranom okrivljenog koji u potpunosti priznaje da je radeći kao poštar kod pošte u b. prisvojio novac koji mu je bio povjeren u radu a koji je korisnicima kasnije isplatila pošta svojim novcem,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
573,zbog čega je za navedeni iznos oštećena.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
574,za promet i stanje računa … na dan 31.01.2011 godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
575,vidi se da je na računu pošte cg –poštanskog centra u b. priliv novca 3.187.91 eura,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
576,dok se iz spiska korisnika poštanskih usluga vidi da je ukupno 40 lica koja su oštećena kao korisnici poštanskih usluga,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
577,pri čemu ispod tabelarnog spiska stoji potpis t. m. i izjava da je samoinicijativno sačinio spisak oštećenih korisnika poštanskih usluga,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
578,njegovom krivicom i tvrdnja da ujedno nema više oštećenih korisnika.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
579,na drugom spisku su takodje imena 40 lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
580,istih kao na prethodnom spisku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
581,stim što drugi spisak sadrži i potpise tih 40 lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
582,što ukazuje da su isti od pošte obeštećeni za iznose novca koji je okrivljeni prisvojio.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
583,prednje dokaze sud je takodje prihvatio a ni sam okrivljeni nije osporio tačnost i sadržinu istih.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
584,kada se isti dovedu u vezu sa iskazom svjedoka m. j. koji je decidno naveo da je nakon priznanja okrivljenog t.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
585,da je prisvojio novac,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
586,u kom iznosu i od kojih lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
587,pošta izvršila provjeru i utvrdjeno da su ti podaci tačni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
588,te činjenica da je pošta obeštetila korisnike,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
589,zaključuje se kao nesporno da je okrivljeni počinio krivično djelo.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
590,u toku krivičnog postupka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
591,izvedenim dokazima utvrdjeno je kao nesporno da je okrivljeni t. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
