,Unnamed: 0,sentence,filename,cluster
1704,1704,a istovremeno je to oružje repertirao i uperio u pravcu oštećenog izgovarajući riječi prijetnje.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1705,1705,kako je nosio oružje na javnom mjestu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1706,1706,to je nesumljivo utvrđeno da je izvršio krivično djelo nedozvoljeno držanje oružja i eksplozivnih materija iz čl 403 st. 1 kz,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1707,1707,a obzirom da je i okrivljenom tom prilikom pištoljem prijetio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1708,1708,to je istovremeno u sticaju sa navedenim krivičnim djelom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1709,1709,izvršio i krivično djelo ugrožavanje sigurnosti iz čl 168 st. 1 kz.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1710,1710,djelujući na opisani način,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1711,1711,optuženi je postupao sa umišljajem,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1712,1712,obzirom da je nošenjem oružja na javnom mjestu i prijetnjom napadom na život ili tijelo drugog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1713,1713,vrši krivična djela,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1714,1714,pa je i pored takve svijesti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1715,1715,neovlašćeno nosio predmetno oružje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1716,1716,kojim je prijetio oštećenom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1717,1717,čime je manifestovao htenje za nastupanje zabranjene posledice.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1718,1718,prilikom odlučivanja o vrsti i visini krivične sankcije,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1719,1719,koju u konkretnom slučaju treba primijeniti prema okrivljenom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1720,1720,za izvršeno krivično djelo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1721,1721,sud je imao u vidu sve okolnosti iz čl 42 kz.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1722,1722,tako je od olakšavajućih okolnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1723,1723,cijenio i uzeo u obzir da je okrivljeni lice starije životne dobi ( 85 godina ),data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1724,1724,slabijeg zdravstvenog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1725,1725,dok je kao otežavajuću okolnost cijenio da je jednom prije više od 10 godina osuđivan.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1726,1726,sud je našao da u konkretnom slučaju ima uslova da se učiniocu koji je kriv,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1727,1727,ne primijeni kazna,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1728,1728,jer to nije nužno radi krivično pravne zaštite,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1729,1729,već da se može očekivati da će upozorenje uz prijetnju kaznom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1730,1730,dovoljno uticati na učinioca da više ne vrši krivična djela,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1731,1731,pa mu je predhodno za krivično djelo nedozvoljeno držanje oružja i eksplozivnih materija iz čl 403 st. 1 kz utvrdio kaznu zatvora u trajanju od tri mjeseca,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1732,1732,a za krivično djelo ugrožavanje sigurnosti iz čl 168 st. 1 kz kaznu zatvora u trajanju od 30 dana,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1733,1733,pa mu je primjenom odredbi člana 48 kz-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1734,1734,izrekao jedinstvenu kaznu zatvora,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1735,1735,u trajanju od 100 ( sto ) dana i istovremeno na osnovu člana 53 i 54 kz-a odredio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1736,1736,da se ista neće izvršiti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1737,1737,ako osuđeni za vrijeme od jedne godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1738,1738,od dana pravosnažnosti presude ne izvrši novo krivično djelo.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1739,1739,sud je uvjerenja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1740,1740,da je izrečena krivična sankcija,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1741,1741,srazmjerna težini izvršenog krivičnog djela i stepenu krivice okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1742,1742,te da će se ovom mjerom upozorenja u okviru opšte svrhe izricanja krivičnih sankcija,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1743,1743,propisane čl 4 st. 2 kz-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1744,1744,postići svrha kažnjavanja propisana čl 32 istog zakona i svrha uslovne osude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1745,1745,propisana članom 52 kz-a.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1746,1746,osnovano se može očekivati da će upozorenje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1747,1747,uz prijetnju kaznom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1748,1748,dovoljno uticati na okrivljenog da u buduće ne vrši krivična djela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
